ประกอบกิจการ,อำเภอ,รหัสประเภท,ถนน,ซอย,เงินทุนรวม (ล้านบาท),FID,คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,เลขทะเบียนโรงงาน,ปีที่อนุญาต,ตำบล,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
ซ่อมและตรวจสภาพรถยนต์,สวนหลวง,9501,ศรีนครินทร์,, 40.00 ,10100004625386, 55 ,กรุงเทพมหานคร,,888, 87.00 ,3-95(1)-46/38,38,พัฒนาการ,บริษัท นครินทร์ฮอนด้าคาร์ส์ จำกัด,4281,บริษัท นครินทร์ฮอนด้าคาร์ส์ จำกัด,3,10250
ซ่อมรถยนต์,สวนหลวง,9501,ศรีนครินทร์,, 99.00 ,10100004725418, 61 ,กรุงเทพมหานคร,,729, 247.88 ,3-95(1)-47/41,41,สวนหลวง,บริษัท สยามนิสสัน เอส.เอ็ม.ที.บริการ จำกัด,4282,บริษัท สยามนิสสัน เอส.เอ็ม.ที.บริการ จำกัด,3,10250
ซ่อมและพ่นสีรถยนต์,สวนหลวง,9501,สุขุมวิท 77,อ่อนนุช 46 , 21.70 ,10100006325514, 25 ,กรุงเทพมหานคร,4,30, 158.25 ,3-95(1)-63/51,51,สวนหลวง,บริษัท เจเอส ยนต์เซอร์วิส 2011 จำกัด,4283,บริษัท เจเอส ยนต์เซอร์วิส 2011 จำกัด,3,10250
ตรวจ ซ่อมรถยนต์,สวนหลวง,9501,ศรีนครินทร์,-, 22.00 ,10100007425479, 52 ,กรุงเทพมหานคร,,1112, 44.00 ,3-95(1)-74/47,47,อ่อนนุช,บริษัท มิตซูออโต้ ซิตี้ จำกัด,4284,บริษัท มิตซูออโต้ ซิตี้ จำกัด,3,10250
ตรวจ ซ่อมรถยนต์,สวนหลวง,9501,ศรีนครินทร์,-, 25.00 ,10100107525475, 55 ,กรุงเทพมหานคร,,1114, 18.83 ,3-95(1)-75/47,47,สวนหลวง,บริษัท สวนหลวง ออโต้เฮ้าส์ จำกัด,4285,บริษัท สวนหลวง ออโต้เฮ้าส์ จำกัด,3,10250
ตรวจเช็คสภาพรถยนต์ ซ่อมเครื่องยนต์ และเคาะพ่นสีรถยนต์,สวนหลวง,9501,อ่อนนุช,, 85.00 ,10100110825524, 11 ,กรุงเทพมหานคร,,1023, 106.40 ,3-95(1)-108/52,52,สวนหลวง,บริษัท โตโยต้าธนบุรี จำกัด,4286,บริษัท โตโยต้าธนบุรี จำกัด,3,10250
ซ่อมรถยนต์และส่วนประกอบรถยนต์,สวนหลวง,9501,พัฒนาการ,พัฒนาการ 30, 61.00 ,10100010125561, 55 ,กรุงเทพมหานคร,,88, 49.00 ,3-95(1)-101/56,56,สวนหลวง,บริษัท พัฒนาการ ฮอนด้า ออโตโมบิล จำกัด,4287,บริษัท พัฒนาการ ฮอนด้า ออโตโมบิล จำกัด,3,10250
ซ่อมเครื่องยนต์และรถยนต์,สวนหลวง,9501,ศรีนครินทร์,, 16.00 ,10100016025567, 60 ,กรุงเทพมหานคร,,โฉนดเลขที่ 1268, 127.50 ,3-95(1)-160/56,56,สวนหลวง,บริษัท ศรีนครินทร์ เซอร์วิส จำกัด,4288,บริษัท ศรีนครินทร์ เซอร์วิส จำกัด,3,10250
ซ่อมและพ่นสีรถยนต์,สวนหลวง,9501,ศรีนครินทร์,, 40.00 ,10100004725384, 16 ,กรุงเทพมหานคร,,888, 209.29 ,3-95(1)-47/38,38,สวนหลวง,บริษัท นครินทร์ ฮอนด้าคาร์ส์ จำกัด,4289,บริษัท นครินทร์ ฮอนด้าคาร์ส์ จำกัด,3,10250
เคาะ พ่นสีรถยนต์ ประมาณปีละ 400 คัน,สวนหลวง,9501,,พัฒนาการ 40 (ถาวร), 2.60 ,10100004725376, 25 ,กรุงเทพมหานคร,,"128,132", 25.00 ,3-95(1)-47/37,37,สวนหลวง,บริษัท พี.เอส.บอดี้ช็อป (1997) จำกัด,4290,บริษัท พี.เอส.บอดี้ช็อป (1997) จำกัด,3,10250
ซ่อมและพ่นสีรถยนต์,สวนหลวง,9501,,อ่อนนุช 17, 1.90 ,10100039625641, 15 ,กรุงเทพมหานคร,,536, 79.66 ,3-95(1)-4/64,64,สวนหลวง,บริษัท บี ออโต้ฮาวส์ บางนา จำกัด,4291,บริษัท บี ออโต้ฮาวส์ บางนา จำกัด,3,10250
ซ่อมรถยนต์,สวนหลวง,9501,สุขุมวิท,สุขุมวิท 77, 13.00 ,10100021125543, 10 ,กรุงเทพมหานคร,,18112 และ 18113, 45.89 ,3-95(1)-211/54,54,สวนหลวง,บี-ควิก สาขาอ่อนนุช,4292,บี-ควิก สาขาอ่อนนุช,3,10250
ซ่อม และพ่นสีรถยนต์,สวนหลวง,9501,สุขุมวิท 77,อ่อนนุช 46, 4.80 ,10100109025359, 22 ,กรุงเทพมหานคร,4,49/4, 21.50 ,3-95(1)-90/35,35,สวนหลวง,บริษัท เจริญยนต์ ออร์โต้สปอร์ต จำกัด,4293,บริษัท เจริญยนต์ ออร์โต้สปอร์ต จำกัด,3,10250
ศูนย์บริการซ่อมรถยนต์,สวนหลวง,9501,พัฒนาการ,, 3.00 ,10100029125586, 8 ,กรุงเทพมหานคร,,1914, 81.50 ,3-95(1)-291/58,58,สวนหลวง,บริษัท วี กรุ๊ป เอไอ จำกัด,4294,บริษัท วี กรุ๊ป เอไอ จำกัด,3,10250
ซ่อม-เคาะพ่นสีรถยนต์,สวนหลวง,9501,สุขุมวิท 77,อ่อนนุช 44, 1.25 ,10100014725523, 20 ,กรุงเทพมหานคร,,239, 53.50 ,3-95(1)-147/52,52,สวนหลวง,อู่ ช. ชนะการช่าง,4295,อู่ ช. ชนะการช่าง,3,10250
ซ่อมแซมและพ่นสีรถยนต์,สวนหลวง,9501,อ่อนนุช,, 41.40 ,10100012225575, 19 ,กรุงเทพมหานคร,,1096, 62.30 ,3-95(1)-122/57,57,สวนหลวง,บริษัท เอ็มจี เซลส์ (ประเทศไทย) จำกัด,4296,บริษัท เอ็มจี เซลส์ (ประเทศไทย) จำกัด,3,10250
ศูนย์บริการซ่อมแซมรถยนต์,สวนหลวง,9501,พัฒนาการ,, 11.00 ,10100205225523, 11 ,กรุงเทพมหานคร,,2645, 54.71 ,3-95(1)-52/52,52,สวนหลวง,บี-ควิก สาขาพัฒนาการ,4297,บี-ควิก สาขาพัฒนาการ,3,10250
บริการตรวจและซ่อมรถยนต์ โดยไม่มีการเคาะพ่นสีรถยนต์,สวนหลวง,9501,พัฒนาการ,, 9.00 ,10100005225384, 25 ,กรุงเทพมหานคร,,2297, 214.93 ,3-95(1)-52/38,38,พัฒนาการ,บริษัท ทีทีซี มอเตอร์ จำกัด,4298,บริษัท ทีทีซี มอเตอร์ จำกัด,3,10250
ซ่อมและพ่นสีรถยนต์,สวนหลวง,9501,ศรีนครินทร์,-, 217.50 ,10100002225486, 36 ,กรุงเทพมหานคร,,817, 160.74 ,3-95(1)-22/48,48,สวนหลวง,บริษัท พาราวินเวอร์ จำกัด,4299,บริษัท พาราวินเวอร์ จำกัด,3,10250
ซ่อมและพ่นสีรถยนต์,สวนหลวง,9501,ศรีนครินทร์,, 40.00 ,10100019725536, 30 ,กรุงเทพมหานคร,,1114/1, 160.00 ,3-95(1)-197/53,53,สวนหลวง,บริษัท สวนหลวงออโตเฮ้าส์ จำกัด,4300,บริษัท สวนหลวงออโตเฮ้าส์ จำกัด,3,10250
ซ่อมรถยนต์และเคาะพ่นสีรถยนต์,สวนหลวง,9501,พัฒนาาร,, 70.00 ,10100016425668, 33 ,กรุงเทพมหานคร,,2089, 183.50 ,3-95(1)-4/66,66,พัฒนาการ,บริษัท มิลเลนเนียม ออโต้ กรุ๊ป จำกัด,4301,บริษัท มิลเลนเนียม ออโต้ กรุ๊ป จำกัด,3,10250
ซ่อมรถยนต์,สวนหลวง,9501,ศรีนครินทร์,-, 126.83 ,10100031125475, 37 ,กรุงเทพมหานคร,,829, 54.80 ,3-95(1)-311/47,47,สวนหลวง,บริษัท พาราวินเซอร์ จำกัด,4302,บริษัท พาราวินเซอร์ จำกัด,3,10250
ตรวจซ่อมสภาพรถยนต์ใหม่,สวนหลวง,9501,รามคำแหง,, 50.00 ,10100203925348, 18 ,กรุงเทพมหานคร,,1653/1, 88.25 ,3-95(1)-39/34,34,สวนหลวง,บริษัท อรรถพร แอสเสท จำกัด,4303,บริษัท อรรถพร แอสเสท จำกัด,3,10250
ตรวจซ่อมรถยนต์,สวนหลวง,9501,รามคำแหง,, 5.00 ,10100500525460, 18 ,กรุงเทพมหานคร,,911, 184.90 ,3-95(1)-5/46,46,สวนหลวง,บริษัท ฮอนด้า เฟิร์ส จำกัด,4304,บริษัท ฮอนด้า เฟิร์ส จำกัด,3,10250
ศูนย์บริการซ่อมแซมรถยนต์,สวนหลวง,9501,ศรีนครินทร์,, 17.50 ,10100103425670, 9 ,กรุงเทพมหานคร,,719/2, 54.63 ,3-95(1)-12/67,67,พัฒนาการ,บี-ควิก สาขาบางจาก ศรีนครินทร์,4305,บี-ควิก สาขาบางจาก ศรีนครินทร์,3,10250
